전철역코드,외부코드,전철역명,호선,정류장명,정류장ID,(X)좌표,(Y)좌표
1032,138,신길,1,영등포여자고등학교,19338,192692,446153
1032,138,신길,1,대윤병원,19229,192751,446127
2526,525,신길,5,신길역,19279,192477,446555
2526,525,신길,5,신길역,19225,192668,446370
2526,525,신길,5,영등포여자고등학교,19338,192692,446153
2526,525,신길,5,대윤병원,19229,192751,446127
2616,615,구산,6,예일여고,12206,192663,456806
2616,615,구산,6,예일여고,12181,192665,456715
2616,615,구산,6,예일여고사거리,12205,192691,456955
2616,615,구산,6,예일여고사거리,12182,192722,456905
2616,615,구산,6,예일여고,12151,192747,456798
2616,615,구산,6,예일여고,12140,192778,456815
4114,914,국회의사당,9,국회의사당,19129,192724,447808
4114,914,국회의사당,9,국회의사당,19131,192755,447774
4114,914,국회의사당,9,국회의사당,19133,192763,447548
4114,914,국회의사당,9,국민은행,19132,192777,447661
310,320,구파발,3,구파발삼거리,12115,192780,459814
310,320,구파발,3,구파발역,12385,192820,459654
310,320,구파발,3,구파발역,12736,192823,459571
310,320,구파발,3,구파발역,12116,192826,459525
310,320,구파발,3,구파발역,12111,192861,459566
310,320,구파발,3,구파발역,12735,192862,459562
310,320,구파발,3,구파발역,12373,192862,459553
310,320,구파발,3,구파발역,12438,192873,459839
310,320,구파발,3,기자촌입구,12302,192908,459458
310,320,구파발,3,기자촌입구,12295,192924,459442
1706,P147,안양,1,교보생명,57023,192830,433543
1706,P147,안양,1,대동문고,57001,192867,433561
1706,P147,안양,1,대동문고,57601,192871,433555
2744,742,보라매,7,동작세무서,19310,192899,444372
2744,742,보라매,7,보라매역,19346,192905,444484
2744,742,보라매,7,동작세무서,19311,192909,444346
2744,742,보라매,7,보라매역,19013,192943,444398
2744,742,보라매,7,동작세무서,20005,192945,444307
2744,742,보라매,7,서울공업고등학교,20144,193066,444509
2744,742,보라매,7,서울공업고등학교,20143,193142,444481
311,321,연신내,3,연신내역,12203,192908,457609
311,321,연신내,3,연신내역,12184,192952,457614
311,321,연신내,3,연신내역,12376,193127,457565
311,321,연신내,3,연신내역,12738,193130,457559
311,321,연신내,3,연신내역,12106,193130,457629
311,321,연신내,3,연신내역,12119,193136,457554
311,321,연신내,3,연신내역,12737,193149,457600
311,321,연신내,3,연서시장,12202,193162,457785
311,321,연신내,3,연신내역,12371,193166,457578
311,321,연신내,3,연서시장,12185,193168,457746
2615,614,연신내,6,연신내역,12203,192908,457609
2615,614,연신내,6,연신내역,12184,192952,457614
2615,614,연신내,6,연신내역,12376,193127,457565
2615,614,연신내,6,연신내역,12738,193130,457559
2615,614,연신내,6,연신내역,12106,193130,457629
2615,614,연신내,6,연신내역,12119,193136,457554
2615,614,연신내,6,연신내역,12737,193149,457600
2615,614,연신내,6,연서시장,12202,193162,457785
2615,614,연신내,6,연신내역,12371,193166,457578
2615,614,연신내,6,연서시장,12185,193168,457746
239,239,홍대입구,2,서교호텔,14809,192979,450580
239,239,홍대입구,2,서교호텔,14810,192992,450533
239,239,홍대입구,2,서교호텔,14222,192996,450538
239,239,홍대입구,2,청기와주유소,14182,193017,450710
239,239,홍대입구,2,서교호텔,14284,193116,450598
239,239,홍대입구,2,홍대입구역,14225,193248,450773
239,239,홍대입구,2,홍대입구역,14224,193255,450834
2624,623,상수,6,상수역,14123,193047,449799
2624,623,상수,6,상수역,14124,193071,449825
2624,623,상수,6,극동방송,14231,193191,449998
2624,623,상수,6,극동방송,14230,193211,449997
2612,611,역촌,6,역촌역,12742,193109,456162
2612,611,역촌,6,하나은행역촌역지점,12258,193119,456182
2612,611,역촌,6,하나은행역촌역지점,12245,193120,456073
2612,611,역촌,6,역촌오거리,12384,193132,456362
2612,611,역촌,6,역촌역역촌오거리,12153,193150,456339
2612,611,역촌,6,역촌역역촌오거리,12138,193156,456382
2612,611,역촌,6,역촌역,12741,193240,456366
2612,611,역촌,6,역촌오거리,12257,193288,456460
2612,611,역촌,6,역촌역역촌오거리,12246,193301,456425
4115,915,여의도,9,여의도역,19290,193222,447093
4115,915,여의도,9,여의도역,19155,193340,446814
4115,915,여의도,9,여의도역,19156,193346,446895
2527,526,여의도,5,여의도역,19290,193222,447093
2527,526,여의도,5,여의도역,19155,193340,446814
2527,526,여의도,5,여의도역,19156,193346,446895
1763,445,수리산,4,수리산역,40119,193425,427812
1763,445,수리산,4,수리산역,40609,193435,427715
1763,445,수리산,4,5단지입구도장파출소앞,40110,193463,427960
1763,445,수리산,4,5단지입구,40111,193484,427934
1005,137,대방,1,대방역,19307,193443,446007
1005,137,대방,1,대방역,20108,193484,445901
1005,137,대방,1,대방역,19306,193505,446036
2743,741,신대방삼거리,7,대림초등학교,20146,193469,444497
2743,741,신대방삼거리,7,대림초등학교,20145,193500,444469
2743,741,신대방삼거리,7,신대방삼거리,20186,193620,444266
2743,741,신대방삼거리,7,신대방삼거리,20187,193655,444307
4116,916,샛강,9,지적공사,19153,193564,446614
4116,916,샛강,9,앙카라공원,19151,193869,446533
230,230,신림,2,신림사거리,21604,193572,442705
230,230,신림,2,신림사거리,21117,193583,442707
230,230,신림,2,신림사거리,21108,193676,442763
230,230,신림,2,패션문화의거리입구,21152,193732,443001
230,230,신림,2,패션문화의거리입구,21149,193770,442959
230,230,신림,2,신림사거리,21153,193782,442578
230,230,신림,2,신림사거리,21148,193811,442555
230,230,신림,2,신림역,21830,193828,442788
230,230,신림,2,신림역,21829,193965,442766
312,322,불광,3,서부시외버스터미널,12104,193679,456995
312,322,불광,3,양광교회,12255,193728,456558
312,322,불광,3,양광교회앞,12248,193737,456525
312,322,불광,3,불광초등학교,12279,193840,456835
312,322,불광,3,불광역,12739,193872,456648
312,322,불광,3,불광역,12122,193875,456644
312,322,불광,3,불광역,12103,193881,456699
312,322,불광,3,불광초등학교,12294,193899,456915
312,322,불광,3,불광역,12740,193902,456671
312,322,불광,3,불광역질병관리본부,12254,194051,456667
312,322,불광,3,불광역질병관리본부,12249,194067,456641
2613,612,불광,6,양광교회,12255,193728,456558
2613,612,불광,6,양광교회앞,12248,193737,456525
2613,612,불광,6,불광초등학교,12279,193840,456835
2613,612,불광,6,불광역,12739,193872,456648
2613,612,불광,6,불광역,12122,193875,456644
2613,612,불광,6,불광역,12103,193881,456699
2613,612,불광,6,불광초등학교,12294,193899,456915
2613,612,불광,6,불광역,12740,193902,456671
2625,624,광흥창,6,광흥창역,14127,193864,449795
2625,624,광흥창,6,광흥창역,14128,193867,449766
2625,624,광흥창,6,광흥창역서강동주민센터,14201,193936,449854
2625,624,광흥창,6,광흥창역서강동주민센터,14200,193984,449869
2625,624,광흥창,6,신수중학교,14236,194049,449532
2625,624,광흥창,6,신수중학교,14237,194058,449553
2625,624,광흥창,6,광흥창역,14129,194171,449751
2528,527,여의나루,5,여의도공작아파트,19160,193902,447397
2528,527,여의나루,5,여의나루역,19139,193957,447543
2528,527,여의나루,5,여의나루역,19140,193992,447552
2614,613,독바위,6,수양탕앞,12290,194051,457712
2614,613,독바위,6,수양탕앞,12283,194069,457706
2614,613,독바위,6,불광1동공동주차장앞,12292,194070,457389
2614,613,독바위,6,불광1동공동주차장앞,12281,194082,457392
2614,613,독바위,6,불광파출소앞독바위역앞,12291,194092,457565
2614,613,독바위,6,불광파출소앞독바위역앞,12282,194106,457563
1707,P148,명학,1,문예회관,57045,194103,431632
1707,P148,명학,1,문예회관,57047,194139,431650
1707,P148,명학,1,명학초등학교,57046,194321,431328
1707,P148,명학,1,명학초등학교,57039,194326,431384
1751,444,산본,4,군포시청,40139,194088,428975
1751,444,산본,4,군포시청,40100,194144,428946
1751,444,산본,4,주공12단지,40101,194339,428612
1751,444,산본,4,1단지앞,40102,194355,428631
313,323,녹번,3,녹번역,12125,194117,455738
313,323,녹번,3,녹번역,12363,194143,455736
313,323,녹번,3,녹번역,12381,194243,455691
313,323,녹번,3,녹번역,12124,194263,455818
313,323,녹번,3,녹번역,12378,194266,455809
313,323,녹번,3,녹번역,12101,194299,455827
